id,titulo,titulos_alternativos
424,Dirty Pair,"['ダーティペア', 'Dirty Pair']"
427,Kaleido Star,"['カレイドスター', 'Kaleido Star', 'Kaleido Star: New Wings']"
435,Magic Knight Rayearth,"['Magic Knight Rayearth', '魔法騎士（マジックナイト）レイアース', 'Mahou Kishi Rayearth']"
440,Revolutionary Girl Utena,"['少女革命ウテナ', 'Shoujo Kakumei Utena', 'Revolutionary Girl Utena']"
445,Tales of Eternia,"['ToE', 'Tales of Eternia', 'Tales of Eternia The Animation', 'テイルズ オブ エターニア THE ANIMATION']"
447,Knight Hunters,"['Knight Hunters', 'Weiß Kreuz', 'Weiss Kreuz', 'Weiß kreuz\u3000ヴァイス\u3000クロイツ', 'White Cross']"
455,Fantastic Children,"['ファンタジックチルドレン', 'Fantastic Children']"
457,Mushi-Shi,"['Mushishi', '蟲師', 'Mushi-Shi']"
467,Ghost in the Shell: Stand Alone Complex,"['Ghost In The Shell : Stand Alone Complex', '攻殻機動隊 STAND ALONE COMPLEX', 'Ghost in The Shell: Stand Alone Complex', 'Ghost in the Shell SAC', 'Koukaku Kidoutai: Stand Alone Complex', 'Ghost in the Shell: Stand Alone Complex']"
469,Karin,"['Chibi Vampire Karin', 'Karin', 'かりん']"
470,My Wife is a High School Girl,"['Oku-sama wa Joshi Kousei', 'おくさまは女子高生', 'Oku-sama wa Joshikosei', 'My Wife is a High School Girl', 'Okusama wa Joshikousei (TV)']"
473,Tide-Line Blue,"['タイドライン・ブルー', 'Tide-Line Blue']"
476,Ginban Kaleidoscope,"['Ginban Kaleidoscope', '銀盤カレイドスコープ', 'Skating Rink Kaleidoscope']"
477,Aria the Animation,"['ARIA The ANIMATION', 'Aria the Animation']"
478,Aquarion,"['Sousei no Aquarion', 'Aquarion', 'Holy Genesis Aquarion', 'Genesis of Aquarion', '創聖のアクエリオン']"
479,The Law of Ueki,"['うえきの法則', 'Ueki no Housoku', 'The Law of Ueki']"
481,Yu-Gi-Oh!,"['遊☆戯☆王\u3000デュエルモンスターズ', 'Yu☆Gi☆Oh! Duel Monsters', 'Yu-Gi-Oh!', 'Yu-Gi-Oh!: Duel Monsters', 'Yugioh', 'Yugioh: Duel Monsters', 'Yu-Gi-Oh! Duel Monsters']"
482,Yu-Gi-Oh! GX,"['Yu☆Gi☆Oh! Duel Monsters GX', 'Yu-Gi-Oh! GX', 'Yugioh Genex', '遊☆戯☆王\u3000デュエルモンスターズ GX', 'Yugioh GX', 'Yugioh: Duel Monsters GX', 'Yu-Gi-Oh!: Duel Monsters Genex', 'Yugioh: Duel Monsters Genex', 'Yu-Gi-Oh! Genex', 'Yu-Gi-Oh!: Duel Monsters GX', 'Game King of Duel Monsters GX']"
486,Kino's Journey,"[""Kino's Travels: The Beautiful World"", ""Kino's Journey"", ""L'Odyssée de Kino"", 'Kino no Tabi: The Beautiful World', ""Kino's Journey: The Beautiful World"", 'キノの旅 -the Beautiful World-']"
488,Strawberry Marshmallow,"['Ichigo Marshmallow', 'Ichigo Mashimaro', '苺ましまろ', 'Strawberry Marshmallow']"
489,Kamichu!,"['Kamichu!', 'Kami-chu!: Kami-sama wa Chuugakusei', 'The Goddess is a Middle School Student', 'かみちゅ!']"
495,Sorcerer Hunters,"['Bakuretsu Hunters', 'Sorcerer Hunters', 'Spell Wars: Sorcerer Hunters Revenge', '爆れつハンター']"
497,"Yamibo: Darkness, The Hat and the Travelers of the Books","['YamiBou', 'Yamibo: Darkness, The Hat and the Travelers of the Books', 'ヤミと帽子と本の旅人', 'Traveller Yami', 'Hat and Book', 'Traveller of Darkness', 'Yami to Boushi to Hon no Tabibito', 'Hat and Book Traveler']"
505,Fushigiboshi no☆Futagohime,"['Twin Princess of the Mysterious Planet', 'Fushigiboshi no☆Futagohime', 'Fushigi Boshi no Futago Hime', 'Fushigi-boshi no Futago-hime', 'ふしぎ星の☆ふたご姫', 'Twin Princesses of the Wonder Planet', 'Twin Princesses of the Mysterious Star']"
506,Glass no Kamen,"['ガラスの仮面', 'Glass Mask', 'Glass no Kamen']"
508,Hamtaro,"['Hamtaro', 'Tottoko Hamtarou', 'Tottoko Hamtaro Dechu', 'とっとこハム太郎', 'Tottoko Hamutaro']"
509,I My Me! Strawberry Eggs,"['I My Me! Strawberry Eggs', 'あぃまぃみぃ！ストロベリー・エッグ', 'Ai Mai Mi! Strawberry Egg']"
518,Fairy Princess Minky Momo,"['Las Aventuras de Gigi', 'Magical Princess Minky Momo', 'Mahou no Princess Minky Momo', 'Magical Princess Gigi', '魔法のプリンセス\u3000ミンキーモモ', 'Fairy Princess Minky Momo', 'Gigi and the Fountain of Youth']"
521,Mermaid Melody: Pichi Pichi Pitch,"['マーメイドメロディー ぴちぴちピッチ', 'Mermaid Melody Pichi Pichi Pitch', 'Mermaid Melody: Pichi Pichi Pitch']"
525,Otogi Zoshi: The Legend of Magatama,"['Otogizoushi', 'お伽草子', 'Otogi Zoshi: The Legend of Magatama', 'Legend Of The Magatama']"
527,Pokémon,"['Master Quest', 'Indigo League', 'Adventures on the Orange Islands', 'Pokémon', 'The Johto Journeys', 'ポケットモンスター', 'Pokemon', 'Pocket Monsters', 'Johto League Champions']"
529,"She, The Ultimate Weapon","['最終兵器彼女', 'Saishuuheiki Kanojo: The Last Love Song on This Little Planet', 'SaiKano', 'She, The Ultimate Weapon', 'Saishuu Heiki Kanojo']"
530,Sailor Moon,"['Bishoujo Senshi Sailor Moon', '美少女戦士セーラームーン', 'Sailor Moon', 'Pretty Soldier Sailor Moon']"
534,Slayers,"['Slayers', 'スレイヤーズ', 'The Slayers', 'Slayers TV']"
538,Tenchi in Tokyo,"['新・天地無用!', 'Tenchi in Tokyo', 'Shin Tenchi Muyou!', 'Tenchi Muyo! Tenchi in Tokyo', 'New Tenchi Muyo']"
545,Mousou Kagaku Series: Wandaba Style,"['Scientific Wild Fancy Series Wandabastyle', '妄想科学シリーズ ワンダバスタイル', 'Mousou Kagaku Series: Wandaba Style', 'Wacky Science Fiction Series Wandaba Style', 'Mousou Kagaku Series Wandaba Style']"
550,Yu☆Gi☆Oh!,"['Yu☆Gi☆Oh!', 'Yu-Gi-Oh!', 'Yu-Gi-Oh! Serie Zero', 'Yu-Gi-Oh Season 0', 'Game King', 'Yugioh', '遊☆戯☆王', 'King of Games', 'Yuugiou', 'Yu-Gi-Oh! First Series', 'Yugi-Oh']"
552,Digimon: Digital Monsters,"['Digimon: Digital Monsters', 'Digimon Adventure 01', 'デジモンアドベンチャー', 'Digimon Adventure']"
553,Descendants of Darkness,"['Yami no Matsuei', 'Descendants of Darkness', '闇の末裔', 'Descent into Darkness', 'The Darker Descendant']"
554,Steel Angel Kurumi,"['Koutetsu Tenshi Kurumi', 'Steel Angel Kurumi', ""Kurumi, l'Ange d'Acier"", '鋼鉄天使くるみ']"
563,DNA²,"['DNA²', 'Ｄ・Ｎ・Ａ²\u3000～何処かで失くしたあいつのアイツ～', 'DNA2', 'DNA^2', 'Dokokade Nakushita Aitsuno Aitsu', 'DNA Squared']"
567,The Big O,"['THEビッグオー', 'Big O Roger', 'The Big O', 'Big O']"
568,Bubblegum Crisis Tokyo 2040,"['バブルガムクライシス TOKYO2040', 'Bubblegum Crisis Tokyo 2040', 'Bubblegum Crisis 2040']"
569,The Irresponsible Captain Tylor,"['Tylor: The Irresposible Captain', 'The Irresponsible Captain Tylor', 'El Irresponsable Capitán Tylor', 'Irresponsable Capitaine Tylor', '無責任艦長タイラー', 'Musekinin Kanchou Tylor']"
573,Saber Marionette J,"['Saber Marionette J', 'セイバーマリオネットJ']"
576,Magikano,"['マジカノ', 'Magikano']"
577,Eternal Alice,"['Kagi Hime Monogatari: Eikyuu Alice Rondo', 'Kagihime Monogatari: Eikyuu Alice Rondo', 'Key Princess Story: Eternal Alice Rondo', 'Kagi Hime Monogatari: Eikyuu Alice Rinbukyoku', '鍵姫物語 永久アリス輪舞曲', 'Eternal Alice']"
579,Battle Programmer Shirase,"['Battle Programmer Shirase', 'Battle Programmer SHIRASE', 'BPS', 'バトルプログラマーシラセ']"
584,Noein: To Your Other Self,"['ノエイン もうひとりの君へ', 'Noein: Toward Another You', 'Noein: Mou Hitori no Kimi e', 'Noein: To Your Other Self']"
586,Ayakashi: Samurai Horror Tales,"['怪～ayakashi～ Japanese Classic Horror', 'Ayakashi: Samurai Horror Tales', ""Ayakashi Le théâtre de l'horreur"", 'Ayakashi: Japanese Classic Horror']"
587,Looking Up At The Half-Moon,"['半分の月がのぼる空', 'Hanbun no Tsuki ga Noboru Sora', 'Looking Up At The Half-Moon', 'Hantsuki']"
589,Silver Fang,"['Silverfang', 'Ginga Nagareboshi Gin', 'Silver Fang', 'The small hero. Birth of Gin', '銀牙\u3000流れ星銀', 'Ginga: Nagareboshi Gin']"
590,Guardian Ninja Mamoru,"['Guardian Ninja Mamoru', 'Protect from the Shadows!', 'Kage kara Mamoru!', '陰からマモル！']"
591,Ah My Buddha,"['Ah My Buddha!!', 'Amaenaideyo!!', 'あまえないでよっ!!', 'Ah My Buddha', 'Amaenaide yo!!']"
593,Infinite Ryvius,"['Mugen no Ryvius', '無限のリヴァイアス', 'Infinite Ryvius']"
598,Android Kikaider - The Animation,"['Jinzo Ningen Kikaider', 'Jinzou Ningen Kikaider The Animation', 'Kikaider', 'Android Kikaider', 'Humanoid Kikaider', 'Artificial Humanoid Kikaider', '人造人間キカイダーTHE ANIMATION', 'Android Kikaider - The Animation']"
603,Pretty Cure,"['Futari wa Precure', 'Pretty Cure', 'We Are Pretty Cure', 'ふたりはプリキュア']"
604,Magical Stage Fancy Lala,"['Magical Stage Fancy Lala', '魔法のステージ・ファンシーララ', 'Mahou no Stage Fancy Lala']"
605,I'm Gonna Be an Angel!,"[""I'm Gonna Be an Angel!"", '天使になるもんっ！', 'Tenshi ni Narumon!']"
606,Carried by the Wind: Tsukikage Ran,"['Carried by the Wind: Tsukikage Ran', 'The Samurai Girl', 'Kazemakase Tsukikage Ran', 'Wind-borne Moon-lit Ran', '風まかせ月影蘭']"
610,Popotan,"['Popo-tan', 'Po-Po-Tan', 'ぽぽたん', 'Popotan']"
613,The Chronicle of the Big Battle between Yin and Yang,"['陰陽大戦記', 'Onmyou Taisenki', 'Onmyou Tai Senki', 'The Chronicle of the Big Battle between Yin and Yang']"
614,Madam is a Magical Girl,"['奥さまは魔法少女', 'Okusama wa Mahou Shoujo', 'Bewitched Bride', 'Madam is a Magical Girl', 'Bewitched Agnes']"
616,Nurse Angel Ririka SOS,"['ナースエンジェルりりかＳＯＳ', 'Nurse Angel Ririka SOS']"
618,Ninja Scroll: The Series,"['Ninja Scroll: The Series', 'Jubei Ninpucho: Ryuhogyoku-Hen', 'Ninja Scroll: La Serie', 'Ninja Scroll - The Series', '獣兵衛忍風帖「龍宝玉篇」', 'Juubee Ninpuuchou: Ryuuhougyoku Hen', 'Jubei Ninpucho - Ryuhougyokuhen', 'Wind Ninja Chronicles [Dragon Stone Chapter]', 'Juubee Ninpuuchou: Ryuuhougyoku-hen', 'Ninja Scroll: Der Series', 'Ninja Scroll: La Série']"
620,Mermaid Forest,"['Takahashi Rumiko Gekijou Ningyo no Mori', 'Mermaid Forest', '高橋留美子劇場 人魚の森', 'Rumic Theater: Mermaid Forest', 'Mermaid Forest TV', 'Ningyo no Mori TV']"
621,Nightwalker: The Midnight Detective,"['Night Walker: Midnight Detective', 'Nightwalker: The Midnight Detective', 'NightWalker: Eternal Darkness', 'Night Walker -真夜中の探偵-', 'Night Walker: Mayonaka no Tantei']"
624,Mouse,"['MØUSE', 'マウス', 'Mouse']"
627,Major S1,"['Major S1', 'メジャー （第1シリーズ）']"
630,Magic User's Club,"[""Magic User's Clus"", 'Escuela De Brujas', 'Mahoutsukai Tai! (TV)', '魔法使いTai!', ""Magic User's Club""]"
633,Legend of Basara,"['Legend of Basara', 'LEGEND OF BASARA']"
634,Koi Kaze,"['Koikaze', 'Koi Kaze', 'Love Wind', '恋風']"
635,Jubei-chan the Ninja Girl: Secret of the Lovely Eyepatch,"['Jubei-chan: The Ninja Girl', 'Jubei-chan - Secret of the Lovely Eyepatch', '十兵衛ちゃん ーラブリー眼帯の秘密', 'Juubee-chan: Lovely Gantai no Himitsu', 'Jubei-chan the Ninja Girl: Secret of the Lovely Eyepatch']"
646,Haunted Junction,"['Haunted Junction', 'HAUNTED じゃんくしょん']"
648,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,"['Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary', '月は東に日は西に〜Operation Sanctuary〜', 'The Sun is West: Operation Sanctuary', 'The Moon is East', 'Hani Hani: Operation Sanctuary']"
649,Hanaukyo Maid Team: La Verite,"['花右京メイド隊 La Verite', 'Hanaukyo Maid Team: La Verite', 'Hanaukyou Maid-tai: La Verite']"
658,Akagi,"['Touhai Densetsu Akagi: Yami ni Maiorita Tensai', 'The Legend of Mahjong: Akagi', 'Akagi', 'Mahjong Legend Akagi: The Genius Who Descended Into the Darkness', '闘牌伝説アカギ\u3000闇に舞い降りた天才']"
667,Girl Meets Girl,"['Girl Meets Girl', 'かしまし〜ガール・ミーツ・ガール〜', 'Kashimashi: Girl Meets Girl', 'Kasimasi: Girl Meets Girl']"
668,Koi Koi Seven,"['こいこい7', 'Koi Koi Seven', 'Koikoi 7', 'Koi Koi 7', 'Koikoi7']"
670,Lamune,"['Lamune', 'ラムネ']"
671,Lemon Angel Project,"['レモン エンジェル プロジェクト', 'Lemon Angel Project']"
687,Mew Mew Power,"['東京ミュウミュウ', 'Tokyo Mew Mew', 'Mew Mew Power']"
688,Utakata,"['Poem~Piece', 'Uta∽Kata', 'Utakata', 'Poem Fragment', 'Uta~Kata,One~Song', 'うた∽かた', 'Uta-Kata']"
690,Vampire Princess Miyu,"['Vampire Princess Miyu (1997)', 'Vampire Princess Miyu', 'Kyuuketsuki Miyu TV', 'Kyuuketsuhime Miyu (TV)', '吸血姫美夕']"
691,Yawara!,"['YAWARA!', 'Yawara!', 'Yawara! A Fashionable Judo Girl']"
693,Burn Up Scramble,"['Burn Up Scramble', 'Burn-Up Scramble: Policias del Futuro', 'Burn Up! Scramble', 'バーンナップスクランブル', 'Burn-Up Scramble']"
694,Canvas 2: Rainbow Colored Sketch,"['Canvas 2: Rainbow Colored Sketch', 'Canvas 2: Nijiiro no Sketch', 'Canvas2 ～虹色のスケッチ～']"
696,Tenchi Muyo! Tenchi Universe,"['Tenchi Muyo', 'Tenchi Muyo! Tenchi Universe', 'Tenchi Universe TV', '天地無用！', 'Tenchi Muyo!', 'Tenchi Muyou!']"
708,Secret of Cerulean Sand,"['Secret of Cerulean Sand', 'パタパタ飛行船の冒険', 'Patapata Hikousen no Bouken']"
709,Mujin Wakusei Survive,"['Uninhabited Planet Survival', 'Uninhabited Planet Survive', 'Uninhabited Planet SURVIVE', 'Survive! - Uninhabited Planet', 'Survivants', 'Mujin Wakusei Survive', '無人惑星サヴァイヴ']"
712,Zoids Genesis,"['Zoids Genesis', 'ゾイド ジェネシス']"
718,If I See You in My Dreams,"['Yume de Aetara (TV)', 'If I See You in My Dreams', '夢で逢えたら']"
721,Princess Tutu,"['Princesse Tutu', 'プリンセスチュチュ', 'Princess Tutu']"
738,MÄR,"['MÄR', 'Märchen Awakens Romance', 'Mär: Märchen Awakens Romance', 'Marchen Awakens Romance', 'MÄR Heaven', 'メル', 'MAR-Heaven']"
744,Trouble Chocolate,"['Trouble Chocolate', 'トラブルチョコレート']"
750,Binchou-tan,"['びんちょうタン', 'Binchou-tan', 'Binchotan']"
763,Zoids,"['Zoids', 'Zoids Classic', 'ゾイド', 'Zoids: Guardian Forces', 'Zoids: Chaotic Century']"
776,Nanaka 6/17,"['Nanaka 6/17', 'ななか６／１７', 'Nanaka Juu-nanabun no Roku']"
782,Gasaraki,"['Gasaraki', 'ガサラキ']"
783,Miami Guns,"['Miami Guns', 'マイアミ☆ガンズ']"
786,Pugyuru,"['Pugyuru', 'ぷぎゅる']"
790,Ergo Proxy,"['エルゴプラクシー', 'Ergo Proxy']"
798,Yomigaeru Sora: Rescue Wings,"['よみがえる空 -Rescue Wings-', 'Yomigaeru Sora: Rescue Wings']"
800,NieA Under 7,"['ニア アンダーセブン', 'NieA_7', 'NieA under 7', 'NieA Under 7']"
812,Arjuna,"['Arjuna', 'Earth Maiden Arjuna', 'Earth Girl Arjuna', '地球少女アルジュナ', 'Chikyuu Shoujo Arjuna']"
813,Dragon Ball Z,"['ドラゴンボールZ', 'Dragonball Z', 'DBZ', 'Dragon Ball Z']"
817,Tactical Roar,"['Tactical Roar', 'タクティカルロア', 'Tactical Rawr']"
831,A Little Snow Fairy Sugar,"['A Little Snow Fairy Sugar', 'Chicchana Yukitsukai Sugar', 'Chiccha na Yukitsukai Sugar', 'Tiny Snow Fairy Sugar', 'ちっちゃな雪使いシュガー']"
836,Sister Princess,"['sispri', 'シスター・プリンセス', 'Sister Princess', 'SP']"
838,Shadow Star Narutaru,"['なるたる ～骸なる星・珠たる子～', 'Shadow Star Narutaru', 'Narutaru: Mukuro Naru Hoshi Tama Taru Ko']"
840,The World of Narue,"['成恵の世界', ""Narue's world"", 'The World of Narue', 'Narue no Sekai']"
845,Kiba,"['牙-KIBA-', 'Kiba', 'Fang']"
849,The Melancholy of Haruhi Suzumiya,"['Suzumiya Haruhi no Yuuutsu', 'La Mélancolie de Haruhi Suzumiya', 'The Melancholy of Haruhi Suzumiya', '涼宮ハルヒの憂鬱']"
850,Gakuen Heaven,"[""Boy's Love Scramble"", 'Gakuen Heaven', '学園ヘヴン']"
853,Ouran High School Host Club,"['Ohran Koko Host Club', 'Le Lycée de la Seduction Host Club Ouran High School', 'Ouran High School Host Club', 'Ouran Koukou Hosutobu', 'Ouran Koukou Host Bu', '桜蘭高校ホスト部', 'Ouran Koukou Host Club', 'OHSHC']"
854,Soul Link,['Soul Link']
855,Strawberry Panic,"['ストロベリー・パニック', 'Strawberry Panic']"
856,Utawarerumono,"['Le Chant des Rêves', 'The One Being Sung', 'Utawarerumono', 'うたわれるもの']"
857,Air Gear,"['Air Gear', 'エア・ギア']"
859,Digimon Data Squad,"['Digimon 5 Data Squad', 'デジモンセイバーズ', 'Digimon Savers', 'Digimon Data Squad']"
860,Disgaea,"['Makai Senki Disgaea', 'Netherworld Battle Chronicle: Disgaea', '魔界戦記ディスガイア', 'Disgaea']"
861,xxxHOLiC,"['xxxHOLiC', '×××HOLiC（ホリック）']"
865,Metal Armor Dragonar,"['Kikou Senki Dragonar', 'Metal Armor Dragonar', '機甲戦記ドラグナー']"
874,Digimon Tamers,"['デジモンテイマーズ', 'Digimon Tamers', 'Digimon 3', 'Digimon: Digital Monsters 03']"
876,Street Fighter II: The Animated Series,"['ストリートファイターII V', 'Street Fighter 2 V', 'Street Fighter II: The Animated Series', 'Street Fighter II V']"
877,Nana,"['Nana', 'NANA [ナナ]']"
878,Zegapain,"['ゼーガペイン', 'Zegapain']"
879,Simoun,"['Shimuun', 'Simoon', 'Simoun', 'シムーン']"
889,Black Lagoon,"['Black Lagoon', 'BLACK LAGOON']"
890,King of Braves GaoGaiGar,"['GaoGaiGar', '勇者王ガオガイガー', 'GaoGaiGar TV', 'Yuusha-Oh GaoGaiGar', 'Brave King GaoGaiGar', 'Yuusha-Ou GaoGaiGar', 'Yuusha Ou GaoGaiGar', 'King of Braves GaoGaiGar']"
907,Princess Princess,"['PriPri', 'PuriPuri', 'プリンセス・プリンセス', 'Princess Princess']"
909,Geneshaft,"['Geneshaft', 'ジーンシャフト']"
910,Himawari!,"['Himawari', 'ひまわりっ!', 'Himawari!', ""Himawari à l'école des Ninjas""]"
916,Tokko,"['Tokko', 'Tokkou', 'TOKKÔ[特公]']"
918,Gintama,"['銀魂', 'Silver Soul', 'Gintama', 'Gin Tama', 'Yorinuki Gintama-san']"
919,Ray The Animation,"['Ray Project', 'Ray The Animation', 'Ray: The Animation', 'RAY THE ANIMATION']"
924,Transformers Super-God Masterforce,"['Transformers Chojin Master Force', 'Transformers: Choujin Master Force', 'トランスフォーマー・超神マスターフォース', 'Transformers Super-God Masterforce', 'Transformers Masterforce']"
925,Transformers The Headmasters,"['トランスフォーマー ザ☆ヘッドマスターズ', 'Transformers The Headmasters', 'Transformers: The☆Headmasters']"
928,Transformers Cybertron,"['Transformers Cybertron : Un Nouveau Commencement', 'Transformers Cybertron', 'Transformers Galaxy Force', 'Galaxy Force', 'トランスフォーマー ギャラクシーフォース']"
929,Aura Battler Dunbine,"['Dunbine', 'Aura Battler Dunbine', 'Seisenshi Dunbine', 'Holy Warrior Dunbine', '聖戦士ダンバイン']"
930,Space Runaway Ideon,"['Densetsu Kyojin Ideon', 'Space Runaway Ideon', '伝説巨神イデオン', 'Great God Legend Ideon', 'Legendary Giant-God Ideon', 'Ideon']"
934,Higurashi: When They Cry,"['The Moment the Cicadas Cry', 'Higurashi no Naku Koro ni', 'Higurashi: Hinamizawa, Le Village Maudit', 'Higurashi: Das Onikakushi Kapitel', 'When the Cicadas Cry', 'Cuando las Cigarras Lloran', 'ひぐらしのなく頃に', 'Higurashi: When They Cry']"
935,Witchblade,"['ウィッチブレイド', 'Witchblade']"
940,Inukami!,"['Dog Gods!', 'Inukami!', 'いぬかみっ!']"
941,Renkin San-kyuu Magical? Pokaan,"['Renkin Sankyu Magical? Pokan', 'Renkin San-kyuu Magical? Pokaan', 'Renkin 3-kyuu Magical? Pokan', 'Magipoka', '錬金3級 まじかる?ぽか〜ん']"
943,Yume Tsukai,"['Yume Tsukai', '夢使い', 'Dream Users']"
951,Chibi Maruko-chan,"['ちびまる子ちゃん', 'Chibi Maruko-chan', 'Petite Maruko-chan', 'Little Miss Maruko']"
953,Jyu-Oh-Sei: Planet of the Beast King,"['Jyu Oh Sei', 'Juuousei', '獣王星', 'Planet of the Beast King', 'Jyu-Oh-Sei: Planet of the Beast King', 'Juu Ou Sei']"
956,Dino Mech Gaiking,"['Dino Mech Gaiking', 'Daikuu Maryuu Gaiking', '大空魔竜ガイキング']"
957,The Story of Saiunkoku,"['Kokumono', 'Saiunkoku Monogatari', 'The Story of Saiunkoku', 'The Tale of Saiun Country', '彩雲国物語', 'ColourCloud Palace', 'Story of the Land of Many-Colored Clouds', 'Saimono']"
966,Shin Chan,"['Shin Chan', 'クレヨンしんちゃん', 'Crayon Shin-chan']"
967,Fist of the North Star,"['Fist of the North Star', 'Seikimatsu Kyuseishu Densetsu: Hokuto no Ken', '北斗の拳', 'Hokuto no Ken', 'HNK']"
971,Astro Boy (2003),"['Astroboy', 'Astro Boy (2003)', 'Astro Boy', 'Astro Boy: Tetsuwan Atom', 'アストロボーイ・鉄腕アトム']"
988,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,"['New Legend of the Heroes of the Warring Nations - The Ten Sanada Brave Soldiers Sanada 10 TV', 'Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation', '新釈 戦国英雄伝説 眞田十勇士 The Animation']"
990,Kamisama Kazoku,"['Kamisama Kazoku', '神様家族', 'Kami-sama Kazoku']"
992,Dual! Parallel Trouble Adventure,"['Dual Parallel! Trouble Adventures', 'Dual! Parallel Trouble Adventure', 'Dual! Parare Runrun Monogatari', 'Dual! Parallel Lun-Lun Monogatari', 'デュアル！ぱられルンルン物語', 'Dual! Una Historia Paralela']"
998,Blue Seed,"['ブルーシード', 'Blue Seed']"
1000,Space Pirate Captain Harlock,"['Uchuu Kaizoku Captain Herlock', 'Space Pirate Captain Harlock', '宇宙海賊・キャプテンハーロック', 'Albator 78', 'Captain Herlock', 'Captain Harlock', 'Harlock TV']"
1013,Le Chevalier D'Eon,"[""Le Chevalier d'Eon"", ""シュヴァリエ Le Chevalier D'Eon"", ""Le Chevalier D'Eon"", ""Le Chevailer d'Eon""]"
1017,Orphen,"['Orphen', 'Sorcerer Stabber Orphen', 'Sorcerous Stabber Orphen', 'Orphen: Le Sorcier Noir', '魔術士オーフェン', 'Majutsushi Orphen']"
1019,Mirage of Blaze,"['Mirage of Blaze', '炎の蜃気楼 [ミラージュ]', 'Honoo no Mirage']"
1021,Kaikan Phrase,"['Sensual Phrase', 'Kaikan Phrase', '快感 フレーズ']"
1022,Generator Gawl,"['Generator Gawl', 'ジェネレイターガウル']"
1025,Legend of Black Heaven,"['課長王子', 'Kachou Ouji', 'Kacho Ohji', 'Legend of Black Heaven', 'Kachou Ouji: Hard Rock Save the Space']"
1037,Saint Beast: Seijuu Kourin-hen,"['Saint Beast: Seijuu Kourin-hen', 'セイント・ビースト～聖獣降臨編～']"
1045,Those Who Hunt Elves,"['Elf wo Karu Mono-tachi', 'エルフを狩るモノたち', 'Those Who Hunt Elves']"
1048,SoulTaker,"['The SoulTaker: Tamashii-gari', 'The SoulTaker', 'SoulTaker', 'The SoulTaker～魂狩～']"
1057,Ippatsu Kiki Musume,"['Dangerous Girl', 'Ippatsu Kikimusume', 'Miss Critical Moment', 'イッパツ危機娘', 'Ippatsu Kiki Musume']"
1062,Nekojiru Gekijou Jirujiru Original,"['Nekojiru Gekijou Jirujiru Original', 'Cat Soup Theater', 'ねこぢる劇場 ぢるぢるORIGINAL']"
1065,Touch,"['Touch', 'タッチ', 'Touch: Bateadores']"
1067,Demonbane,"['Kishin Houkou Demonbane (TV)', 'Demonbane', 'Kishin Houkou Demonbane (2006)', '機神咆吼デモンベイン', 'Roar of the Machine God Demonbane']"
1069,Voltes V,"['Cho Denji Machine Voltes V', 'Super Electron Machine Voltes V', 'Voltes V', '超電磁マシーン ボルテスV', 'Vultus V', 'Voltes 5', 'Super Electromagnetic Machine Voltes V', 'Chou Denji Machine Voltes V', 'Ultra Electromagnetic Machine Voltes V']"
1082,Daphne in the Brilliant Blue,"['Hikari to Mizu no Daphne', 'Daphne in the Brilliant Blue', '光と水のダフネ', 'Daphne in The Brilliant Blue']"
1083,Human Crossing,"['Ningen Kousaten', 'Human Scramble', '人間交差点', 'Human Crossing']"
1087,Kimagure Orange Road,"['Kimagure Orange☆Road', 'きまぐれオレンジ☆ロード', 'Kimagure Orange☆Road: Max et Compagnie', 'Kimagure Orange Road TV', 'Kimagure Orange Road', 'Capricious Orange Road']"
1088,Super Dimension Fortress Macross,"['Super Dimension Fortress Macross', 'Macross', 'SDF Macross', 'Choujikuu Yousai Macross', 'Robotech (U.S.)', 'Cho Jiku Yosai Macross', '超時空要塞マクロス', 'Super Dimensional Fortress Macross']"
1098,Samurai Girl Real Bout High School,"['SAMURAI GIRL\u3000リアルバウトハイスクール', 'Samurai Girl Real Bout High School']"
1103,Marriage of God & Soul Godannar!!,"['神魂合体ゴーダンナー！！', 'God and Spirit Combination Godannar!!', 'Marriage of God & Soul Godannar!!', 'Shinkon Gattai Godannar!!']"
1108,Soul Hunter,"['Senkaiden Houshin Engi', 'Soul Hunter: Im Auftrag der Unsterblichen', 'Soul Hunter: Battle of the Immortals', 'Soul Hunter', '仙界伝 封神演義', 'Soul Hunter - Senkaiden Houshin Engi -', 'Romances of Sealed Gods']"
1126,Figure 17: Tsubasa & Hikaru,"['Figure 17: Tsubasa & Hikaru', 'フィギュア17 つばさ&ヒカル', 'Figure 17 - Tsubasa and Hikaru', 'Figure 17']"
1127,UFO Ultramaiden Valkyrie,"['UFO Princess Walkyure', '円盤皇女ワるきゅーレ', 'UFO Princess Valkyrie', 'UFO Ultramaiden Valkyrie']"
1132,Digimon Frontier,"['デジモンフロンティア', 'Digimon Frontier', 'Digimon 4 Frontier', 'Digimon Season Four']"
1133,Tenchi Muyou! GXP,"['Tenchi Muyou', 'Tenchi Muyou! GXP', '天地無用! GXP', 'Tenchi Muyo! GXP']"
1136,Betterman,"['Betterman', 'ベターマン']"
1137,Shinzo,"['Shinzo', 'Mushrambo', 'マシュランボー']"
